,timestamp,Spt,AutoSpt,FeedBack
112,2023-06-09 10:38:08,10.0,10.0,9.982856750488281
113,2023-06-09 10:38:09,10.0,10.0,10.022856712341309
114,2023-06-09 10:38:10,10.0,10.0,9.982856750488281
115,2023-06-09 10:38:11,10.0,10.0,9.982856750488281
116,2023-06-09 10:38:12,10.0,10.0,10.022856712341309
117,2023-06-09 10:38:13,10.0,10.0,9.982856750488281
118,2023-06-09 10:38:14,10.0,10.0,9.982856750488281
119,2023-06-09 10:38:15,10.0,10.0,10.022856712341309
120,2023-06-09 10:38:16,10.0,10.0,9.982856750488281
121,2023-06-09 10:38:17,10.0,10.0,10.022856712341309
122,2023-06-09 10:38:18,15.0,10.5,10.022856712341309
123,2023-06-09 10:38:19,15.0,11.5,9.982856750488281
124,2023-06-09 10:38:20,15.0,12.5,11.177143096923828
125,2023-06-09 10:38:21,15.0,13.5,11.177143096923828
126,2023-06-09 10:38:22,15.0,14.5,12.005714416503906
127,2023-06-09 10:38:23,15.0,15.000000953674316,13.034285545349121
128,2023-06-09 10:38:24,15.0,15.000000953674316,13.314286231994629
129,2023-06-09 10:38:25,15.0,15.000000953674316,13.314286231994629
130,2023-06-09 10:38:26,15.0,15.000000953674316,13.35428524017334
131,2023-06-09 10:38:27,15.0,15.000000953674316,13.59428596496582
132,2023-06-09 10:38:28,15.0,15.000000953674316,13.59428596496582
133,2023-06-09 10:38:29,15.0,15.000000953674316,13.668571472167969
134,2023-06-09 10:38:30,15.0,15.000000953674316,13.868572235107422
135,2023-06-09 10:38:31,15.0,15.000000953674316,13.948572158813477
136,2023-06-09 10:38:32,15.0,15.000000953674316,13.948572158813477
137,2023-06-09 10:38:33,15.0,15.000000953674316,14.028571128845215
138,2023-06-09 10:38:34,15.0,15.000000953674316,14.10857105255127
139,2023-06-09 10:38:35,15.0,15.000000953674316,14.10857105255127
140,2023-06-09 10:38:36,15.0,15.000000953674316,14.222857475280762
141,2023-06-09 10:38:37,15.0,15.000000953674316,14.302857398986816
142,2023-06-09 10:38:38,15.0,15.000000953674316,14.382857322692871
143,2023-06-09 10:38:39,15.0,15.000000953674316,14.382857322692871
144,2023-06-09 10:38:40,15.0,15.000000953674316,14.382857322692871
145,2023-06-09 10:38:41,15.0,15.000000953674316,14.462857246398926
146,2023-06-09 10:38:42,15.0,15.000000953674316,14.462857246398926
147,2023-06-09 10:38:43,15.0,15.000000953674316,14.542858123779297
148,2023-06-09 10:38:44,15.0,15.000000953674316,14.582857131958008
149,2023-06-09 10:38:45,15.0,15.000000953674316,14.622857093811035
150,2023-06-09 10:38:46,15.0,15.000000953674316,14.622857093811035
151,2023-06-09 10:38:47,15.0,15.000000953674316,14.622857093811035
152,2023-06-09 10:38:48,15.0,15.000000953674316,14.702856063842773
153,2023-06-09 10:38:49,15.0,15.000000953674316,14.702856063842773
154,2023-06-09 10:38:50,15.0,15.000000953674316,14.702856063842773
155,2023-06-09 10:38:51,15.0,15.000000953674316,14.742856979370117
156,2023-06-09 10:38:52,15.0,15.000000953674316,14.782855987548828
157,2023-06-09 10:38:53,15.0,15.000000953674316,14.782855987548828
158,2023-06-09 10:38:54,15.0,15.000000953674316,14.782855987548828
159,2023-06-09 10:38:55,15.0,15.000000953674316,14.817142486572266
160,2023-06-09 10:38:56,15.0,15.000000953674316,14.817142486572266
161,2023-06-09 10:38:57,15.0,15.000000953674316,14.817142486572266
162,2023-06-09 10:38:58,15.0,15.000000953674316,14.857141494750977
163,2023-06-09 10:38:59,15.0,15.000000953674316,14.857141494750977
164,2023-06-09 10:39:00,15.0,15.000000953674316,14.857141494750977
165,2023-06-09 10:39:01,15.0,15.000000953674316,14.857141494750977
166,2023-06-09 10:39:02,15.0,15.000000953674316,14.897144317626953
167,2023-06-09 10:39:03,15.0,15.000000953674316,14.897144317626953
168,2023-06-09 10:39:04,15.0,15.000000953674316,14.897144317626953
169,2023-06-09 10:39:05,15.0,15.000000953674316,14.897144317626953
170,2023-06-09 10:39:06,15.0,15.000000953674316,14.897144317626953
171,2023-06-09 10:39:07,15.0,15.000000953674316,14.897144317626953
172,2023-06-09 10:39:08,15.0,15.000000953674316,14.937143325805664
173,2023-06-09 10:39:09,15.0,15.000000953674316,14.897144317626953
174,2023-06-09 10:39:10,15.0,15.000000953674316,14.897144317626953
175,2023-06-09 10:39:11,15.0,15.000000953674316,14.937143325805664
176,2023-06-09 10:39:12,15.0,15.000000953674316,14.937143325805664
177,2023-06-09 10:39:13,15.0,15.000000953674316,14.937143325805664
178,2023-06-09 10:39:14,15.0,15.000000953674316,14.937143325805664
179,2023-06-09 10:39:15,15.0,15.000000953674316,14.937143325805664
180,2023-06-09 10:39:16,15.0,15.000000953674316,14.977143287658691
181,2023-06-09 10:39:17,15.0,15.000000953674316,14.977143287658691
182,2023-06-09 10:39:18,15.0,15.000000953674316,14.937143325805664
183,2023-06-09 10:39:19,5.877471754111438e-39,14.977143287658691,14.977143287658691
184,2023-06-09 10:39:20,5.877471754111438e-39,13.977143287658691,14.582857131958008
185,2023-06-09 10:39:21,5.877471754111438e-39,12.977143287658691,14.582857131958008
186,2023-06-09 10:39:22,5.877471754111438e-39,11.977143287658691,13.948572158813477
187,2023-06-09 10:39:23,5.877471754111438e-39,10.977143287658691,12.920000076293945
188,2023-06-09 10:39:24,5.877471754111438e-39,9.977143287658691,12.920000076293945
189,2023-06-09 10:39:25,5.877471754111438e-39,8.977143287658691,11.965715408325195
190,2023-06-09 10:39:26,5.877471754111438e-39,7.977143287658691,10.89714241027832
191,2023-06-09 10:39:27,5.877471754111438e-39,6.977143287658691,9.828571319580078
192,2023-06-09 10:39:28,5.877471754111438e-39,5.977143287658691,9.828571319580078
193,2023-06-09 10:39:29,5.877471754111438e-39,4.977143287658691,9.274286270141602
194,2023-06-09 10:39:30,5.877471754111438e-39,3.9771432876586914,7.885714530944824
195,2023-06-09 10:39:31,5.877471754111438e-39,2.9771432876586914,7.885714530944824
196,2023-06-09 10:39:32,5.877471754111438e-39,1.9542865753173828,6.777142524719238
