,timestamp,Spt,AutoSpt,FeedBack
0,2023-06-09 10:36:00,nan,nan,nan
1,2023-06-09 10:36:01,nan,nan,nan
2,2023-06-09 10:36:02,nan,nan,nan
3,2023-06-09 10:36:03,nan,nan,nan
4,2023-06-09 10:36:04,nan,nan,nan
5,2023-06-09 10:36:21,10.0,5.877471754111438e-39,5.877471754111438e-39
6,2023-06-09 10:36:22,10.0,5.877471754111438e-39,5.877471754111438e-39
7,2023-06-09 10:36:23,10.0,5.877471754111438e-39,5.877471754111438e-39
8,2023-06-09 10:36:24,10.0,5.877471754111438e-39,5.877471754111438e-39
9,2023-06-09 10:36:25,10.0,0.5,5.877471754111438e-39
10,2023-06-09 10:36:26,10.0,1,5.877471754111438e-39
11,2023-06-09 10:36:27,10.0,2.5,0.4585713744163513
12,2023-06-09 10:36:28,10.0,3.5,1.0171427726745605
13,2023-06-09 10:36:29,10.0,4.5,1.0171427726745605
14,2023-06-09 10:36:30,10.0,5.5,2.417142868041992
15,2023-06-09 10:36:31,10.0,6.5,3.525714159011841
16,2023-06-09 10:36:32,10.0,7.5,4.59428596496582
17,2023-06-09 10:36:33,10.0,8.5,4.59428596496582
18,2023-06-09 10:36:34,10.0,9.5,5.148571968078613
19,2023-06-09 10:36:35,10.0,10.0,6.537143230438232
20,2023-06-09 10:36:36,10.0,10.0,6.537143230438232
21,2023-06-09 10:36:37,10.0,10.0,6.897143363952637
22,2023-06-09 10:36:38,10.0,10.0,7.211428165435791
23,2023-06-09 10:36:39,10.0,10.0,7.531428337097168
24,2023-06-09 10:36:40,10.0,10.0,7.531428337097168
25,2023-06-09 10:36:41,10.0,10.0,7.605714321136475
26,2023-06-09 10:36:42,10.0,10.0,7.925714015960693
27,2023-06-09 10:36:43,10.0,10.0,7.925714015960693
28,2023-06-09 10:36:44,10.0,10.0,8.125714302062988
29,2023-06-09 10:36:45,10.0,10.0,8.319999694824219
30,2023-06-09 10:36:46,10.0,10.0,8.479999542236328
31,2023-06-09 10:36:47,10.0,10.0,8.479999542236328
32,2023-06-09 10:36:48,10.0,10.0,8.5600004196167
33,2023-06-09 10:36:49,10.0,10.0,8.760000228881836
34,2023-06-09 10:36:50,10.0,10.0,8.760000228881836
35,2023-06-09 10:36:51,10.0,10.0,8.874284744262695
36,2023-06-09 10:36:52,10.0,10.0,8.994285583496094
37,2023-06-09 10:36:53,10.0,10.0,9.074286460876465
38,2023-06-09 10:36:54,10.0,10.0,9.074286460876465
39,2023-06-09 10:36:55,10.0,10.0,9.154285430908203
40,2023-06-09 10:36:56,10.0,10.0,9.234286308288574
41,2023-06-09 10:36:57,10.0,10.0,9.234286308288574
42,2023-06-09 10:36:58,10.0,10.0,9.314286231994629
43,2023-06-09 10:36:59,10.0,10.0,9.388570785522461
44,2023-06-09 10:37:00,10.0,10.0,9.428570747375488
45,2023-06-09 10:37:01,10.0,10.0,9.428570747375488
46,2023-06-09 10:37:02,10.0,10.0,9.468570709228516
47,2023-06-09 10:37:03,10.0,10.0,9.548571586608887
48,2023-06-09 10:37:04,10.0,10.0,9.548571586608887
49,2023-06-09 10:37:05,10.0,10.0,9.588571548461914
50,2023-06-09 10:37:06,10.0,10.0,9.628570556640625
51,2023-06-09 10:37:07,10.0,10.0,9.668571472167969
52,2023-06-09 10:37:08,10.0,10.0,9.668571472167969
53,2023-06-09 10:37:09,10.0,10.0,9.668571472167969
54,2023-06-09 10:37:10,10.0,10.0,9.748571395874023
55,2023-06-09 10:37:11,10.0,10.0,9.748571395874023
56,2023-06-09 10:37:12,10.0,10.0,9.748571395874023
57,2023-06-09 10:37:13,10.0,10.0,9.788572311401367
58,2023-06-09 10:37:14,10.0,10.0,9.788572311401367
59,2023-06-09 10:37:15,10.0,10.0,9.788572311401367
60,2023-06-09 10:37:16,10.0,10.0,9.828571319580078
61,2023-06-09 10:37:17,10.0,10.0,9.828571319580078
62,2023-06-09 10:37:18,10.0,10.0,9.828571319580078
63,2023-06-09 10:37:19,10.0,10.0,9.828571319580078
64,2023-06-09 10:37:20,10.0,10.0,9.868571281433105
65,2023-06-09 10:37:21,10.0,10.0,9.868571281433105
66,2023-06-09 10:37:22,10.0,10.0,9.868571281433105
67,2023-06-09 10:37:23,10.0,10.0,9.868571281433105
68,2023-06-09 10:37:24,10.0,10.0,9.908571243286133
69,2023-06-09 10:37:25,10.0,10.0,9.908571243286133
70,2023-06-09 10:37:26,10.0,10.0,9.908571243286133
71,2023-06-09 10:37:27,10.0,10.0,9.908571243286133
72,2023-06-09 10:37:28,10.0,10.0,9.948572158813477
73,2023-06-09 10:37:29,10.0,10.0,9.948572158813477
74,2023-06-09 10:37:30,10.0,10.0,9.908571243286133
75,2023-06-09 10:37:31,10.0,10.0,9.948572158813477
76,2023-06-09 10:37:32,10.0,10.0,9.948572158813477
77,2023-06-09 10:37:33,10.0,10.0,9.948572158813477
78,2023-06-09 10:37:34,10.0,10.0,9.948572158813477
79,2023-06-09 10:37:35,10.0,10.0,9.948572158813477
80,2023-06-09 10:37:36,10.0,10.0,9.948572158813477
81,2023-06-09 10:37:37,10.0,10.0,9.948572158813477
82,2023-06-09 10:37:38,10.0,10.0,9.948572158813477
83,2023-06-09 10:37:39,10.0,10.0,9.948572158813477
84,2023-06-09 10:37:40,10.0,10.0,9.982856750488281
85,2023-06-09 10:37:41,10.0,10.0,9.948572158813477
86,2023-06-09 10:37:42,10.0,10.0,9.982856750488281
87,2023-06-09 10:37:43,10.0,10.0,9.982856750488281
88,2023-06-09 10:37:44,10.0,10.0,9.982856750488281
89,2023-06-09 10:37:45,10.0,10.0,9.982856750488281
90,2023-06-09 10:37:46,10.0,10.0,9.982856750488281
91,2023-06-09 10:37:47,10.0,10.0,9.982856750488281
92,2023-06-09 10:37:48,10.0,10.0,9.982856750488281
93,2023-06-09 10:37:49,10.0,10.0,9.982856750488281
94,2023-06-09 10:37:50,10.0,10.0,9.982856750488281
95,2023-06-09 10:37:51,10.0,10.0,9.982856750488281
96,2023-06-09 10:37:52,10.0,10.0,9.982856750488281
97,2023-06-09 10:37:53,10.0,10.0,9.982856750488281
98,2023-06-09 10:37:54,10.0,10.0,9.982856750488281
99,2023-06-09 10:37:55,10.0,10.0,9.982856750488281
100,2023-06-09 10:37:56,10.0,10.0,9.982856750488281
101,2023-06-09 10:37:57,10.0,10.0,9.982856750488281
102,2023-06-09 10:37:58,10.0,10.0,9.982856750488281
103,2023-06-09 10:37:59,10.0,10.0,9.982856750488281
104,2023-06-09 10:38:00,10.0,10.0,9.982856750488281
105,2023-06-09 10:38:01,10.0,10.0,9.982856750488281
106,2023-06-09 10:38:02,10.0,10.0,9.982856750488281
107,2023-06-09 10:38:03,10.0,10.0,9.982856750488281
108,2023-06-09 10:38:04,10.0,10.0,9.982856750488281
109,2023-06-09 10:38:05,10.0,10.0,9.982856750488281
110,2023-06-09 10:38:06,10.0,10.0,10.022856712341309
111,2023-06-09 10:38:07,10.0,10.0,10.022856712341309
